CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
618.421.368-70,2023-05-02,19:32:06,11,Isabela,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,7,489.93,,Dinheiro
887.848.510-66,2023-05-02,18:59:00,8,Ana,Iluminação,Lustres,Lustre,119.99,149.99,9,1349.91,,Cartão_Crédito
686.773.304-72,2023-05-27,21:37:16,10,Daniela,Hortifruti,Frutas,Cereja Chilena,44.99,49.99,6,299.94,,Dinheiro
670.517.627-33,2023-05-09,18:06:50,15,Sabrina,Carnes,Aves,Sobrecoxa de Frango,12.8,18.56,4,74.24,,Cartão_Crédito
630.331.877-60,2023-05-06,11:28:25,10,Daniela,Carnes,Ovinos,Linguiça de Cordeiro,19.99,29.99,10,299.9,,Cartão_Crédito
110.665.489-22,2023-05-07,12:35:40,15,Alice,Carnes,Bovina,Costela,39.99,54.99,4,219.96,,Cartão_Crédito
381.163.582-76,2023-05-05,09:42:15,13,Isabela,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,4,199.96,,Cartão_Crédito
632.348.690-84,2023-05-04,13:59:48,14,Sabrina,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,10,449.9,,Dinheiro
358.799.839-64,2023-05-15,16:15:53,14,Márcia,Hortifruti,Frutas,Maçã,4.99,6.49,4,25.96,,Dinheiro
802.383.631-67,2023-05-12,15:53:42,15,Juliana,Carnes,Bovina,Rabo de Boi,17.99,24.99,2,49.98,,Cartão_Débito
879.277.179-96,2023-05-21,09:18:41,16,Beatriz,Moda e Vestuário,Masculino,Camisa Polo,22.99,34.99,9,314.91,,Pix
433.555.632-74,2023-05-31,14:53:17,19,Juliana,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,10,399.9,,Dinheiro
442.358.358-97,2023-05-19,12:34:42,9,Carla,Moda e Vestuário,Masculino,Calça Social,39.99,59.99,1,59.99,,Dinheiro
165.282.360-57,2023-05-07,12:31:46,3,Fernanda,Hortifruti,Frutas,Kiwi,5.0,6.5,5,32.5,,Cartão_Crédito
105.119.928-46,2023-05-04,11:37:57,1,Alice,Moda e Vestuário,Masculino,Calça Jogger,26.99,39.99,4,159.96,,Pix
445.553.672-89,2023-05-06,21:01:39,3,Laura,Hortifruti,Frutas,Caqui,8.99,10.99,3,32.97,,Dinheiro
336.586.629-28,2023-05-03,21:34:55,18,Ana,Esportes,Tacos,Taco de Baseball,19.99,29.99,10,299.9,,Pix
542.531.972-19,2023-05-07,21:11:11,3,Carla,Hortifruti,Frutas,Laranja,2.0,2.6,10,26.0,,Cartão_Débito
314.792.478-26,2023-05-04,16:14:39,20,Patrícia,Decoração,Relógios,Relógio de Parede,19.99,29.99,10,299.9,,Pix
170.193.846-44,2023-05-21,08:44:05,4,Olivia,Celulares,Tablets,Tablet,899.99,1124.99,8,8999.92,,Cartão_Crédito
182.328.337-47,2023-05-19,21:23:23,6,Fernanda,Moda e Vestuário,Masculino,Calça Social,39.99,59.99,7,419.93,,Pix
815.569.668-43,2023-05-09,10:14:57,11,Alice,Moda e Vestuário,Masculino,Camisa Social,24.99,39.99,6,239.94,,Cartão_Crédito
335.835.581-64,2023-05-15,17:55:19,17,Tatiana,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,4,599.96,,Cartão_Débito
288.587.982-92,2023-05-17,15:20:40,6,Olivia,Carnes,Aves,Coração de Frango,11.99,16.99,7,118.93,,Cartão_Crédito
278.955.538-27,2023-05-09,16:19:07,10,Juliana,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,2,179.98,,Cartão_Crédito
627.693.265-62,2023-05-26,18:28:35,16,Márcia,Hortifruti,Frutas,Laranja,2.0,2.6,3,7.8,,Cartão_Crédito
610.101.859-80,2023-05-11,10:20:06,14,Márcia,Decoração,Pratos Decorativos,Prato Decorativo,14.99,19.99,6,119.94,,Pix
756.408.668-54,2023-05-18,13:04:06,11,Renata,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,6,149.94,,Cartão_Débito
699.690.997-91,2023-05-06,17:45:23,19,Natália,Laticínios,Iogurtes,Iogurte,3.8,5.13,7,35.91,,Cartão_Débito
744.838.649-68,2023-05-01,08:38:52,16,Renata,Limpeza,Desinfetantes,Desinfetante,6.8,10.2,5,51.0,,Cartão_Crédito
870.421.715-94,2023-05-01,16:35:26,6,Olivia,Carnes,Bovina,Contrafilé,52.99,74.99,8,599.92,,Cartão_Débito
777.188.984-65,2023-05-24,09:50:55,14,Alice,Moda e Vestuário,Feminino,Calça Legging,22.99,34.99,1,34.99,,Cartão_Crédito
734.576.913-57,2023-05-09,17:12:57,11,Olivia,Moda e Vestuário,Masculino,Suéter de Tricô,36.99,54.99,3,164.97,,Cartão_Crédito
414.323.663-46,2023-05-28,18:58:36,13,Mariana,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,69.99,89.99,7,629.93,,Cartão_Crédito
553.760.951-24,2023-05-21,19:17:26,13,Isabela,Carnes,Suína,Lombo Suíno,31.99,44.99,10,449.9,,Pix
618.421.368-70,2023-05-06,19:26:34,4,Natália,Hortifruti,Frutas,Abacaxi,4.5,5.85,5,29.25,,Cartão_Débito
842.664.274-20,2023-05-21,19:05:43,8,Gabriela,Limpeza,Utensílios de Limpeza,Vassoura,12.0,18.0,5,90.0,,Dinheiro
658.315.905-45,2023-05-12,08:02:17,16,Gabriela,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,2,159.98,,Cartão_Débito
403.193.970-89,2023-05-03,10:54:13,20,Márcia,Hortifruti,Frutas,Jabuticaba,12.99,15.99,10,159.9,,Cartão_Crédito
935.154.730-63,2023-05-11,12:53:33,1,Juliana,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,10,249.9,,Cartão_Débito
135.126.883-59,2023-05-19,21:07:04,16,Gabriela,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,3,449.97,,Cartão_Crédito
516.969.292-12,2023-05-23,12:40:07,7,Gabriela,Hortifruti,Frutas,Jabuticaba,12.99,15.99,5,79.95,,Cartão_Crédito
800.421.401-71,2023-05-01,15:01:11,15,Fernanda,Higiene,Sabonetes,Sabonete,2.3,3.22,8,25.76,,Dinheiro
270.497.586-70,2023-05-23,19:53:05,5,Olivia,Padaria,Bolos,Torta de Morango,22.0,29.7,6,178.2,,Cartão_Débito
244.463.899-79,2023-05-22,14:25:04,10,Fernanda,Carnes,Aves,Linguiça de Peru,13.99,19.99,2,39.98,,Cartão_Débito
328.484.558-13,2023-05-25,10:43:31,6,Patrícia,Carnes,Ovinos,Carré de Cordeiro,69.99,84.99,7,594.93,,Dinheiro
175.402.485-76,2023-05-29,15:12:30,8,Clara,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,1,44.99,,Cartão_Crédito
606.520.616-10,2023-05-06,09:00:56,15,Patrícia,Sobremesas,Sorvetes,Sorvete,12.0,16.8,7,117.6,,Dinheiro
343.822.874-54,2023-05-06,15:31:15,13,Juliana,Hortifruti,Frutas,Abacaxi,4.5,5.85,6,35.1,,Dinheiro
330.317.708-12,2023-05-04,15:02:30,13,Márcia,Carnes,Bovina,Rabo de Boi,17.99,24.99,2,49.98,,Cartão_Débito
882.139.788-35,2023-05-08,12:26:26,5,Alice,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,99.99,129.99,3,389.97,,Pix
890.812.266-90,2023-05-30,14:27:07,1,Sabrina,Hortifruti,Frutas,Tangerina,2.49,3.49,6,20.94,,Cartão_Débito
694.676.638-15,2023-05-26,15:17:15,2,Sabrina,Padaria,Salgados,Coxinha de Frango,3.5,4.73,7,33.11,,Pix
834.492.306-66,2023-05-29,10:49:15,5,Helena,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,3,104.97,,Cartão_Débito
473.720.234-66,2023-05-05,18:39:13,14,Juliana,Carnes,Ovinos,Paleta de Cordeiro,74.99,89.99,2,179.98,,Cartão_Débito
786.770.700-48,2023-05-25,19:17:25,12,Beatriz,Hortifruti,Frutas,Banana da Terra,3.99,4.99,5,24.95,,Dinheiro
303.634.549-84,2023-05-18,12:07:24,3,Carla,Carnes,Bovina,Rabo,29.99,39.99,10,399.9,,Dinheiro
786.770.700-48,2023-05-26,16:00:23,3,Mariana,Carnes,Suína,Lombo,31.99,44.99,9,404.91,,Dinheiro
629.156.531-63,2023-05-06,08:21:05,19,Fernanda,Carnes,Suínos,Lombo Suíno,22.7,32.91,6,197.46,,Cartão_Crédito
979.468.943-11,2023-05-16,21:34:14,17,Márcia,Hortifruti,Frutas,Limão,3.5,4.55,3,13.65,,Pix
336.463.466-22,2023-05-25,09:23:55,14,Tatiana,Padaria,Biscoitos,Biscoito,5.8,7.83,2,15.66,,Pix
170.193.846-44,2023-05-20,20:19:00,9,Carla,Carnes,Bovina,Fígado de Boi,14.99,19.99,5,99.95,,Pix
710.968.738-68,2023-05-12,09:07:19,15,Fernanda,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,2,299.98,,Pix
487.650.620-70,2023-05-17,09:37:41,11,Helena,Moda e Vestuário,Feminino,Vestido Bandagem,36.99,54.99,4,219.96,,Cartão_Débito
364.836.154-77,2023-05-29,11:33:51,5,Juliana,Hortifruti,Frutas,Manga Tommy,4.99,6.49,1,6.49,,Cartão_Crédito
457.799.682-24,2023-05-07,21:15:55,2,Beatriz,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,10,299.9,,Cartão_Débito
626.353.769-71,2023-05-25,20:48:09,2,Márcia,Moda e Vestuário,Masculino,Bermuda Jeans,19.99,29.99,5,149.95,,Dinheiro
576.406.557-52,2023-05-08,09:43:13,20,Clara,Carnes,Bovina,Maminha,44.99,62.99,2,125.98,,Cartão_Crédito
243.760.530-59,2023-05-14,15:37:17,11,Mariana,Hortifruti,Frutas,Jabuticaba,12.99,15.99,9,143.91,,Pix
785.535.493-61,2023-05-02,10:43:50,3,Natália,Hortifruti,Frutas,Romã,7.99,9.99,3,29.97,,Cartão_Crédito
118.830.916-41,2023-05-27,17:23:44,18,Mariana,Decoração,Vasos,Vaso de Plantas,14.99,19.99,3,59.97,,Dinheiro
431.635.994-57,2023-05-06,11:45:45,5,Sabrina,Móveis,Puffs,Puff,29.99,39.99,7,279.93,,Pix
550.739.480-19,2023-05-09,18:07:44,8,Alice,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,5,249.95,,Dinheiro
563.503.387-98,2023-05-24,16:45:59,14,Natália,Carnes,Aves,Fígado de Frango,7.99,12.99,2,25.98,,Cartão_Débito
992.343.843-31,2023-05-26,16:37:44,10,Márcia,Higiene,Shampoos,Shampoo,12.9,18.06,5,90.3,,Pix
221.927.279-46,2023-05-30,12:18:50,5,Sabrina,Carnes,Suína,Costelinha de Porco,34.99,49.99,1,49.99,,Cartão_Débito
638.366.730-88,2023-05-02,09:26:44,13,Alice,Sobremesas,Sorvetes,Sorvete,12.0,16.8,5,84.0,,Cartão_Crédito
856.445.956-85,2023-05-19,18:41:25,17,Isabela,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,2,49.98,,Cartão_Crédito
100.618.544-72,2023-05-27,18:08:45,11,Patrícia,Hortifruti,Frutas,Lichia,9.99,12.49,2,24.98,,Dinheiro
414.585.736-31,2023-05-12,14:07:49,7,Tatiana,Carnes,Suína,Costelinha de Porco,34.99,49.99,10,499.9,,Pix
366.625.417-47,2023-05-30,12:26:09,16,Carla,Moda e Vestuário,Masculino,Blazer Casual,49.99,74.99,9,674.91,,Cartão_Crédito
340.678.351-39,2023-05-29,15:18:05,17,Daniela,Tecnologia,Relógios Inteligentes,Smartwatch,119.99,149.99,5,749.95,,Cartão_Débito
757.226.257-76,2023-05-20,17:23:15,8,Sabrina,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,3,89.97,,Dinheiro
834.445.710-23,2023-05-22,08:12:19,6,Patrícia,Limpeza,Sabão em Pó,Sabão em Pó,8.5,12.75,2,25.5,,Cartão_Débito
204.501.124-48,2023-05-05,14:25:09,13,Ana,Hortifruti,Frutas,Uva,8.0,10.4,10,104.0,,Cartão_Débito
406.536.153-32,2023-05-19,16:28:38,10,Daniela,Iluminação,Lâmpadas,Lâmpada LED,7.99,9.99,4,39.96,,Pix
437.370.782-84,2023-05-11,10:42:02,8,Beatriz,Iluminação,Lâmpadas,Lâmpada LED,7.99,9.99,7,69.93,,Dinheiro
856.331.306-75,2023-05-17,09:00:26,10,Olivia,Moda e Vestuário,Feminino,Vestido Rodado,36.99,54.99,1,54.99,,Cartão_Crédito
473.781.191-90,2023-05-08,20:18:00,10,Carla,Carnes,Suína,Rabo de Porco,17.99,24.99,2,49.98,,Cartão_Crédito
242.433.594-44,2023-05-05,20:56:36,17,Alice,Tecnologia,Caixas de Som,Smart Speaker,79.99,99.99,7,699.93,,Cartão_Crédito
220.473.424-60,2023-05-31,21:34:41,8,Sabrina,Limpeza,Utensílios de Limpeza,Vassoura,12.0,18.0,9,162.0,,Cartão_Débito
775.840.154-77,2023-05-09,20:45:55,14,Renata,Hortifruti,Frutas,Limão Cravo,5.49,6.99,2,13.98,,Cartão_Débito
424.524.117-69,2023-05-30,18:54:43,17,Isabela,Carnes,Bovina,Lagarto,44.99,59.99,5,299.95,,Pix
281.935.544-71,2023-05-29,14:06:51,14,Renata,Carnes,Ovinos,Carré de Cordeiro,69.99,84.99,8,679.92,,Cartão_Crédito
170.628.676-27,2023-05-08,18:32:09,2,Sabrina,Carnes,Suína,Costelinha de Porco,34.99,49.99,3,149.97,,Cartão_Débito
607.793.243-44,2023-05-27,14:05:16,10,Fernanda,Moda e Vestuário,Masculino,Camisa Xadrez,19.99,29.99,4,119.96,,Cartão_Crédito
169.259.362-24,2023-05-16,21:55:51,5,Márcia,Móveis,Guarda-roupas,Guarda-roupa,299.99,399.99,1,399.99,,Pix
300.160.991-83,2023-05-18,14:10:49,10,Tatiana,Decoração,Tapetes,Tapete,59.99,79.99,9,719.91,,Cartão_Débito
336.463.466-22,2023-05-02,15:44:06,17,Sabrina,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,10,399.9,,Cartão_Crédito
256.790.676-85,2023-05-12,21:47:47,9,Carla,Moda e Vestuário,Masculino,Terno Slim,99.99,149.99,2,299.98,,Pix
360.420.260-52,2023-05-03,12:57:12,12,Isabela,Hortifruti,Frutas,Limão Cravo,5.49,6.99,2,13.98,,Cartão_Débito
794.383.447-76,2023-05-18,16:14:44,11,Natália,Hortifruti,Frutas,Carambola,5.99,7.49,1,7.49,,Dinheiro
794.594.200-50,2023-05-10,15:59:48,12,Beatriz,Moda e Vestuário,Feminino,Saia Lápis,22.99,34.99,6,209.94,,Dinheiro
685.267.700-44,2023-05-17,17:28:25,3,Daniela,Carnes,Bovina,Músculo,24.99,34.99,10,349.9,,Pix
250.935.657-55,2023-05-04,15:51:03,19,Fernanda,Moda e Vestuário,Feminino,Vestido Midi,42.99,64.99,10,649.9,,Dinheiro
661.268.911-43,2023-05-17,19:34:18,20,Laura,Carnes,Aves,Peito de Pato,49.99,64.99,9,584.91,,Cartão_Crédito
469.507.327-86,2023-05-15,19:21:48,18,Daniela,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,6,35.1,,Pix
394.693.885-87,2023-05-28,15:58:31,13,Alice,Moda e Vestuário,Masculino,Camisa Polo,22.99,34.99,4,139.96,,Dinheiro
626.353.769-71,2023-05-24,10:34:00,14,Alice,Esportes,Bolas,Bola de Futebol,14.99,19.99,1,19.99,,Dinheiro
170.363.335-96,2023-05-29,10:13:54,2,Alice,Moda e Vestuário,Masculino,Cinto de Couro,12.99,19.99,7,139.93,,Cartão_Crédito
121.913.778-78,2023-05-22,10:23:21,2,Isabela,Carnes,Suína,Barriga de Porco,21.99,29.99,9,269.91,,Dinheiro
433.555.632-74,2023-05-11,09:47:23,12,Laura,Hortifruti,Frutas,Mamão Papaia,3.79,4.99,7,34.93,,Pix
156.891.542-24,2023-05-01,18:48:43,2,Renata,Carnes,Suína,Costelinha de Porco,34.99,49.99,8,399.92,,Cartão_Crédito
