CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
470.726.752-66,2024-01-14,16:01:53,16,Márcia,Hortifruti,Frutas,Caqui,8.99,10.99,1,10.99,,Cartão_Crédito
394.152.782-56,2024-01-04,20:27:56,5,Daniela,Esportes,Luvas,Luvas de Boxe,29.99,39.99,7,279.93,Estoque indisponível,Dinheiro
907.284.873-21,2024-01-02,16:37:18,18,Olivia,Carnes,Aves,Linguiça de Frango,13.99,19.99,2,39.98,,Dinheiro
832.768.717-69,2024-01-01,08:07:14,9,Ana,Hortifruti,Frutas,Tangerina,2.49,3.49,8,27.92,,Dinheiro
919.393.954-40,2024-01-06,16:34:38,3,Olivia,Esportes,Tacos,Taco de Baseball,19.99,29.99,8,239.92,,Dinheiro
214.551.758-93,2024-01-20,14:10:51,17,Olivia,Eletrodomésticos,Liquidificadores,Liquidificador,59.99,79.99,5,399.95,,Cartão_Crédito
524.728.364-22,2024-01-28,17:01:24,16,Clara,Hortifruti,Frutas,Jaca,6.99,8.49,9,76.41,,Cartão_Crédito
347.872.327-80,2024-01-03,09:49:28,16,Tatiana,Carnes,Aves,Sobrecoxa de Frango,21.99,29.99,5,149.95,,Cartão_Crédito
504.512.516-77,2024-01-26,18:03:44,19,Natália,Eletroeletrônicos,Televisores,Smart TV 50 polegadas,2199.99,2639.99,8,21119.92,,Cartão_Crédito
531.497.523-78,2024-01-10,08:14:09,9,Fernanda,Carnes,Suína,Pernil,29.99,39.99,6,239.94,,Cartão_Crédito
263.209.979-46,2024-01-29,13:45:01,19,Juliana,Hortifruti,Frutas,Banana Prata,2.99,3.99,9,35.91,Desistência do cliente,Cartão_Débito
477.657.774-99,2024-01-21,09:07:24,3,Daniela,Moda e Vestuário,Masculino,Suéter de Tricô,36.99,54.99,2,109.98,,Cartão_Débito
632.278.936-26,2024-01-15,15:47:32,1,Fernanda,Hortifruti,Frutas,Abacaxi,4.5,5.85,1,5.85,,Pix
276.480.713-12,2024-01-19,08:25:56,17,Sabrina,Carnes,Bovina,Rabo,29.99,39.99,3,119.97,,Cartão_Débito
113.390.694-32,2024-01-12,20:38:06,4,Beatriz,Hortifruti,Frutas,Limão,3.5,4.55,10,45.5,,Cartão_Débito
953.734.896-60,2024-01-12,21:53:38,13,Alice,Moda e Vestuário,Masculino,Camiseta Básica,12.99,19.99,9,179.91,,Pix
