CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
853.680.376-32,2023-08-31,15:47:06,16,Renata,Eletrodomésticos,Ventiladores,Ventilador de Mesa,49.99,69.99,5,349.95,,Cartão_Crédito
836.868.163-89,2023-08-10,11:06:52,3,Fernanda,Carnes,Ovinos,Paleta de Cordeiro,74.99,89.99,8,719.92,,Pix
123.425.997-30,2023-08-23,19:05:22,8,Renata,Carnes,Ovinos,Carré de Cordeiro,69.99,84.99,1,84.99,,Dinheiro
725.672.556-95,2023-08-10,18:02:51,2,Gabriela,Lazer,Brinquedos,Quebra-cabeça,14.99,19.99,7,139.93,,Cartão_Débito
613.394.926-41,2023-08-05,16:18:07,19,Alice,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,10,699.9,,Cartão_Crédito
217.805.749-61,2023-08-30,18:14:49,3,Renata,Iluminação,Spots,Spot de Teto,19.99,29.99,2,59.98,,Cartão_Crédito
275.481.779-97,2023-08-16,08:37:00,10,Mariana,Hortifruti,Frutas,Pitanga,16.99,19.99,10,199.9,,Dinheiro
443.439.722-58,2023-08-30,11:23:47,13,Márcia,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,8,46.8,,Cartão_Crédito
680.101.687-12,2023-08-03,10:56:09,14,Tatiana,Eletrodomésticos,Micro-ondas,Micro-ondas,149.99,199.99,8,1599.92,,Cartão_Débito
484.403.637-81,2023-08-19,12:54:09,13,Natália,Hortifruti,Frutas,Banana,2.99,3.89,3,11.67,,Dinheiro
381.996.794-88,2023-08-19,09:00:51,13,Renata,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,5,72.75,,Dinheiro
312.285.160-20,2023-08-22,21:50:51,10,Isabela,Carnes,Bovina,Músculo,24.99,34.99,5,174.95,,Cartão_Débito
725.658.593-93,2023-08-03,17:10:32,10,Juliana,Hortifruti,Frutas,Amora,14.99,17.99,2,35.98,,Dinheiro
469.729.333-15,2023-08-07,14:59:14,4,Clara,Hortifruti,Frutas,Tamarindo,11.99,13.99,1,13.99,,Cartão_Crédito
707.418.276-82,2023-08-10,20:26:27,7,Laura,Carnes,Bovina,Maminha,44.99,62.99,2,125.98,,Pix
915.364.599-83,2023-08-04,20:09:28,11,Mariana,Padaria,Pães,Pão Integral,4.5,6.08,1,6.08,,Pix
721.260.640-42,2023-08-01,18:33:28,15,Alice,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,1,79.99,,Cartão_Débito
139.962.726-33,2023-08-23,19:22:48,16,Renata,Hortifruti,Frutas,Banana Nanica,1.99,2.99,3,8.97,,Dinheiro
106.539.172-81,2023-08-20,16:53:53,6,Mariana,Móveis,Mesas,Mesa de Jantar,249.99,299.99,10,2999.9,,Pix
805.195.285-55,2023-08-20,14:43:30,19,Juliana,Limpeza,Detergentes,Lava-louças,4.8,7.2,5,36.0,,Cartão_Crédito
190.767.993-26,2023-08-03,10:24:09,16,Ana,Padaria,Biscoitos,Rosquinhas,3.9,5.27,10,52.7,,Cartão_Crédito
262.397.809-32,2023-08-27,09:45:44,18,Natália,Carnes,Bovina,Cupim,39.99,54.99,4,219.96,,Pix
123.475.270-27,2023-08-02,08:45:05,17,Gabriela,Moda e Vestuário,Feminino,Calça Legging,22.99,34.99,10,349.9,,Cartão_Crédito
366.218.553-51,2023-08-07,15:03:49,1,Márcia,Moda e Vestuário,Feminino,Saia Lápis,22.99,34.99,1,34.99,,Cartão_Débito
942.119.239-67,2023-08-05,08:09:08,15,Fernanda,Hortifruti,Frutas,Mamão,5.5,7.15,5,35.75,,Cartão_Débito
613.678.697-29,2023-08-09,11:12:35,1,Sabrina,Hortifruti,Frutas,Nectarina,7.99,9.99,1,9.99,,Cartão_Débito
525.371.968-40,2023-08-13,13:06:05,5,Márcia,Hortifruti,Frutas,Pêssego,5.49,6.99,6,41.94,,Pix
717.844.382-36,2023-08-21,10:07:25,6,Alice,Hortifruti,Legumes,Cebola,2.29,2.98,10,29.8,,Dinheiro
699.996.150-59,2023-08-16,17:30:12,20,Isabela,Carnes,Suína,Barriga de Porco,21.99,29.99,3,89.97,,Pix
361.708.423-83,2023-08-14,14:08:21,19,Helena,Snacks,Salgadinhos,Pipoca,2.0,2.9,6,17.4,,Dinheiro
243.791.151-68,2023-08-30,14:45:40,7,Juliana,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,3,119.97,Fraude,Pix
692.680.852-29,2023-08-30,16:51:48,16,Sabrina,Hortifruti,Frutas,Banana Nanica,1.99,2.99,3,8.97,,Pix
372.245.209-27,2023-08-29,15:55:47,4,Sabrina,Moda e Vestuário,Masculino,Gravata Slim,19.99,29.99,9,269.91,,Cartão_Crédito
403.794.636-21,2023-08-21,18:13:08,16,Patrícia,Laticínios,Leites,Leite,2.5,3.38,1,3.38,,Cartão_Débito
518.770.810-79,2023-08-11,16:35:21,7,Ana,Sobremesas,Chocolates,Chocolate,7.5,10.5,5,52.5,,Cartão_Débito
971.468.273-27,2023-08-22,16:32:17,13,Olivia,Carnes,Bovinos,Carne de Sol,35.5,51.48,6,308.88,,Dinheiro
806.432.409-14,2023-08-01,20:26:18,5,Márcia,Hortifruti,Legumes,Batata,2.99,3.89,6,23.34,,Cartão_Crédito
637.721.601-77,2023-08-18,12:09:08,13,Isabela,Padaria,Biscoitos,Biscoito,5.8,7.83,1,7.83,,Cartão_Débito
515.261.937-72,2023-08-04,18:41:22,13,Daniela,Hortifruti,Frutas,Kiwi,5.0,6.5,3,19.5,,Cartão_Débito
208.842.835-85,2023-08-13,16:53:58,10,Márcia,Moda e Vestuário,Masculino,Jaqueta de Couro,89.99,129.99,9,1169.91,,Pix
