CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
318.977.598-73,2023-03-17,11:00:46,13,Ana,Lazer,Brinquedos,Cama Elástica,149.99,199.99,9,1799.91,,Cartão_Crédito
885.655.509-21,2023-03-27,17:59:32,7,Tatiana,Carnes,Aves,Peito de Pato,49.99,64.99,3,194.97,,Dinheiro
343.755.690-61,2023-03-21,08:42:58,4,Carla,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,5,449.95,,Pix
897.920.467-86,2023-03-18,16:33:12,6,Márcia,Bebidas,Alcoólicas,Cerveja,5.9,7.67,2,15.34,,Cartão_Crédito
189.587.946-99,2023-03-28,09:18:09,9,Juliana,Hortifruti,Frutas,Graviola,9.49,11.99,2,23.98,,Pix
668.959.405-81,2023-03-21,12:33:47,6,Natália,Hortifruti,Frutas,Limão Cravo,5.49,6.99,4,27.96,,Cartão_Crédito
856.602.171-56,2023-03-29,09:05:28,11,Olivia,Hortifruti,Frutas,Pitanga,16.99,19.99,9,179.91,,Cartão_Débito
500.119.565-66,2023-03-17,16:30:08,15,Mariana,Decoração,Tapetes,Tapete de Banheiro,14.99,19.99,9,179.91,,Cartão_Crédito
903.731.405-57,2023-03-29,09:50:47,11,Helena,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,5,324.95,,Dinheiro
815.868.932-28,2023-03-13,21:48:56,4,Gabriela,Moda e Vestuário,Feminino,Vestido Midi,42.99,64.99,4,259.96,,Cartão_Débito
766.519.725-79,2023-03-14,10:57:35,16,Beatriz,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,5,174.95,,Pix
958.379.479-39,2023-03-26,17:36:54,17,Sabrina,Hortifruti,Legumes,Tomate,3.49,4.54,3,13.62,,Cartão_Débito
850.770.488-33,2023-03-18,14:04:29,1,Clara,Decoração,Pratos Decorativos,Prato Decorativo,14.99,19.99,5,99.95,,Pix
241.676.961-99,2023-03-29,09:00:27,6,Juliana,Hortifruti,Frutas,Tamarindo,11.99,13.99,7,97.93,,Cartão_Crédito
826.394.957-68,2023-03-17,13:59:42,3,Renata,Iluminação,Abajures,Abajur,39.99,49.99,2,99.98,,Dinheiro
677.892.179-18,2023-03-17,10:31:57,7,Alice,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,9,809.91,,Cartão_Crédito
654.413.430-79,2023-03-18,20:29:08,7,Natália,Snacks,Salgadinhos,Pipoca,2.0,2.9,10,29.0,,Cartão_Débito
929.319.443-86,2023-03-24,12:23:56,13,Helena,Eletrodomésticos,Aspiradores,Aspirador de Pó,149.99,199.99,9,1799.91,,Cartão_Crédito
433.192.531-82,2023-03-18,10:05:02,20,Sabrina,Higiene,Sabonetes,Sabonete,2.3,3.22,7,22.54,,Cartão_Crédito
740.719.220-54,2023-03-08,15:24:45,2,Fernanda,Tecnologia,Relógios Inteligentes,Smartwatch,119.99,149.99,8,1199.92,,Pix
827.444.251-88,2023-03-18,10:56:10,5,Patrícia,Hortifruti,Frutas,Tamarindo,11.99,13.99,9,125.91,,Dinheiro
577.518.698-43,2023-03-19,15:43:27,4,Natália,Hortifruti,Frutas,Mirtilo,19.99,22.99,8,183.92,,Cartão_Débito
812.147.654-74,2023-03-31,17:54:38,2,Natália,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,1,29.99,,Dinheiro
848.853.151-86,2023-03-15,18:55:37,1,Mariana,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,3,209.97,,Pix
913.107.359-35,2023-03-11,14:03:18,15,Fernanda,Lazer,Brinquedos,Cama Elástica,149.99,199.99,7,1399.93,,Cartão_Débito
695.576.677-89,2023-03-01,09:41:02,18,Gabriela,Hortifruti,Frutas,Pêssego,4.0,5.2,2,10.4,,Dinheiro
661.986.812-28,2023-03-16,17:02:40,20,Laura,Moda e Vestuário,Feminino,Vestido Floral,39.99,59.99,5,299.95,,Cartão_Crédito
626.388.827-43,2023-03-25,16:26:27,9,Natália,Limpeza,Detergentes,Lava-louças,4.8,7.2,3,21.6,,Pix
861.125.639-92,2023-03-19,09:56:53,17,Carla,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,8,359.92,,Cartão_Crédito
983.637.770-79,2023-03-02,15:29:25,15,Carla,Carnes,Suína,Lombo,31.99,44.99,3,134.97,,Pix
491.531.315-99,2023-03-16,17:43:40,19,Fernanda,Iluminação,Spots,Spot de Teto,19.99,29.99,9,269.91,,Cartão_Crédito
756.798.902-23,2023-03-25,13:59:27,20,Olivia,Carnes,Bovina,Lagarto,44.99,59.99,9,539.91,,Pix
101.354.445-19,2023-03-05,15:37:57,2,Laura,Sobremesas,Sorvetes,Sorvete,12.0,16.8,1,16.8,,Cartão_Crédito
477.981.869-67,2023-03-03,15:37:51,2,Tatiana,Laticínios,Leites,Leite,2.5,3.38,2,6.76,,Pix
611.627.136-26,2023-03-05,08:41:43,5,Isabela,Carnes,Suína,Costelinha de Porco,34.99,49.99,2,99.98,,Dinheiro
153.953.120-89,2023-03-10,19:31:16,9,Renata,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,7,174.93,,Pix
321.586.435-54,2023-03-10,08:48:37,15,Fernanda,Moda e Vestuário,Masculino,Camiseta Básica,12.99,19.99,5,99.95,,Pix
146.759.658-27,2023-03-26,19:30:50,18,Carla,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,1,79.99,Problemas de entrega,Cartão_Crédito
186.301.532-36,2023-03-25,13:39:07,7,Mariana,Esportes,Tacos,Taco de Baseball,19.99,29.99,10,299.9,,Pix
114.575.635-34,2023-03-05,17:39:25,12,Fernanda,Carnes,Bovina,Lagarto,44.99,59.99,6,359.94,,Dinheiro
517.512.873-20,2023-03-29,09:06:16,12,Natália,Móveis,Sofás,Sofá de Couro,499.99,599.99,6,3599.94,,Cartão_Débito
922.719.896-82,2023-03-22,08:51:55,4,Márcia,Esportes,Bolas,Bola de Futebol,14.99,19.99,7,139.93,,Cartão_Débito
214.183.668-29,2023-03-19,14:29:56,2,Tatiana,Higiene,Desodorantes,Desodorante,8.8,12.32,6,73.92,,Pix
365.627.652-14,2023-03-25,08:00:21,10,Laura,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,4,119.96,,Cartão_Débito
958.194.297-20,2023-03-08,14:57:24,8,Alice,Hortifruti,Frutas,Limão,3.5,4.55,5,22.75,,Dinheiro
249.243.113-71,2023-03-21,09:23:35,1,Carla,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,5,72.75,,Pix
213.376.242-49,2023-03-07,14:13:58,3,Mariana,Carnes,Bovina,Coxão Mole,42.99,59.99,9,539.91,,Dinheiro
142.958.269-57,2023-03-10,17:21:16,3,Gabriela,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,69.99,89.99,3,269.97,,Dinheiro
736.582.191-50,2023-03-21,10:48:44,9,Juliana,Esportes,Bicicletas,Bicicleta,399.99,499.99,4,1999.96,,Cartão_Débito
897.895.566-54,2023-03-28,14:30:30,18,Beatriz,Padaria,Biscoitos,Rosquinhas,3.9,5.27,3,15.81,,Dinheiro
